"context","source","target"
"HalflingIslandDescription","<#B5D3DE>Island halflings</color> are the children of adventurous halflings who left the Northern Marshes to venture south and settle in the sunny islands. Discreet and brave, they are inclined to be affable and get along well with others."
"HalflingIslandTitle","Island Halfling"
"HalflingMaleName1Title","Anton"
"HalflingMaleName2Title","Andre"
"HalflingMaleName3Title","Tombo"
"HalflingMaleName4Title","Green"
"HalflingMaleName5Title","Edmund"
"HalflingMarshDescription","<#B5D3DE>Marsh halflings</color> have lived in the tradition of their ancestors, who used to move, fight, and even sleep in swamp terrain. They are particularly sturdy compared to their island cousins, while being generally less likable and certainly no less courageous."
"HalflingMarshTitle","Marsh Halfling"
"HalflingSurName1Title","Marsh"
"HalflingSurName2Title","Wetfoot"
"HalflingSurName3Title","Whitesail"
"HalflingSurName4Title","Bentree"
"HalflingSurName5Title","Tupps"
"HalflingSurNameTitle","Family"
"HalflingTitle","Halfling"
"HumanDescription","Originally born on Tirmar and brought to Solasta before the Cataclysm, <#B5D3DE>humans</color> have adapted to their new world thanks to their unique talents. Able to live anywhere and take any job, they are versatile above all else."
"HumanFemaleName1Title","Jodie"
"HumanFemaleName2Title","Celia"
"HumanFemaleName3Title","Elisa"
"HumanFemaleName4Title","Natalie"
"HumanFemaleName5Title","Jane"
"HumanFemaleName6Title","Elanor"
"HumanFemaleName7Title","Agnes"
"HumanFemaleName8Title","Ophelie"
"HumanMaleName1Title","Angus"
"HumanMaleName2Title","Blain"
"HumanMaleName3Title","Jeff"
"HumanMaleName4Title","Dean"
"HumanSurName1Title","Jonn"
"HumanSurName2Title","Guert"
"HumanSurName3Title","Ros"
"HumanSurName4Title","Hasting"
"HumanSurName5Title","Esbery"
"HumanSurName6Title","Dudley"
"HumanSurName7Title","Burg"
"HumanSurName8Title","Dormer"
"HumanSurName9Title","Hawke"
"HumanSurNameTitle","Family"
"HumanTitle","Human"
"SylvanElfFemaleName10Title","Ryesen"
"SylvanElfFemaleName1Title","Ciarran"
"SylvanElfFemaleName2Title","Darra"
"SylvanElfFemaleName3Title","Kalan"
"SylvanElfFemaleName4Title","Kianna"
"SylvanElfFemaleName5Title","Marsaili"
"SylvanElfFemaleName6Title","Orlagh"
"SylvanElfFemaleName7Title","Siobhan"
"SylvanElfFemaleName8Title","Tara"
"SylvanElfFemaleName9Title","Seersha"
"SylvanElfMaleName10Title","Rhuad"
"SylvanElfMaleName1Title","Darroch"
"SylvanElfMaleName2Title","Darce"
"SylvanElfMaleName3Title","Curran"
"SylvanElfMaleName4Title","Kari"
"SylvanElfMaleName5Title","Kael"
"SylvanElfMaleName6Title","Erevyd"
"SylvanElfMaleName7Title","Naoise"
"SylvanElfMaleName8Title","Phelan"
"SylvanElfMaleName9Title","Sherrod"
"SylvanElfSurName10Title","Whiteleaf"
"SylvanElfSurName1Title","Sturdybranch"
"SylvanElfSurName2Title","Wilyfox"
"SylvanElfSurName3Title","Silentowl"
"SylvanElfSurName4Title","Fairdeer"
"SylvanElfSurName5Title","Redoak"
"SylvanElfSurName6Title","Faireagle"
"SylvanElfSurName7Title","Fastrain"
"SylvanElfSurName8Title","Strongwind"
"SylvanElfSurName9Title","Blueash"
"HalflingSurName6Title","Owen"
"HalflingSurName7Title","Woolley"
"HalflingSurName8Title","Luz"
"HalflingMaleName6Title","Dark"
"HalflingFemaleName7Title","Serenrae"
"DwarfFemaleName8Title","Yock"
"DwarfMaleName9Title","Kolgar"
"ElfSurName12Title","Ragthroknar"
"ElfSurName13Title","Boldeye"
"ElfSurName14Title","Niejnef"
"ElfSurName15Title","Anne"
"ElfSurName16Title","Norstern"
"ElfSurName17Title","Ashvale"
"HalfElfMaleName7Title","Allen"
"HalfElfMaleName8Title","Henry"
"HalfElfMaleName9Title","Ilofared"
"HalfElfMaleName10Title","Corthyn"
"HalfElfSurName8Title","Malmanche"
"HalfElfSurName9Title","Olfborn"
"HalfElfSurName10Title","Ferrum"
"HalfElfSurName11Title","Dosa"
"HalfElfSurName12Title","Leafheart"
"HalfElfSurName13Title","Tanael"
"HumanSurName10Title","Knightshield"
"HumanSurName11Title","Drayson"
"HumanSurName12Title","Storm"
"HumanSurName13Title","Marlon"
"HumanMaleName5Title","Wicking"
"HumanMaleName6Title","Bronlar"
"HumanMaleName7Title","Piotr"
"HumanMaleName8Title","Cressen"
"HumanMaleName9Title","Aryas"
"HumanMaleName10Title","Mason"
"HumanMaleName11Title","Frank"
"HumanMaleName12Title","Hunter"
"HumanMaleName13Title","Alderbranch"
"HumanSurName14Title","Hector"
"HalfOrcMaleName01","Guthrock"
