"context","source","target"
"NecromancyTextObj01","Caer Tenarion. Iron Legion XXV. Year 24, Emperor Gwaltrian III"
"TextOnlyNPCSpeech_ArwinMerton03","I heard your stories. Not impressive."
"TextOnlyNPCSpeech_ArwinMerton04","I know everyone in this city… and everyone knows me."
"TextOnlyNPCSpeech_ArwinMerton05","You're still here? I'm sure there are some rats to kill in some cave somewhere."
"TextOnlyNPCSpeech_ArwinMerton06","I know that look. Something happened… something bad."
"TextOnlyNPCSpeech_ArwinMerton07","Don't get too cocky. These Soraks have more tricks up their sleeves."
"TextOnlyNPCSpeech_ArwinMerton08","That crown's a trouble magnet, I can tell."
"TextOnlyNPCSpeech_ArwinMerton09","Still alive? Good. There's more cleaning up to do."
"TextOnlyNPCSpeech_ArwinMerton10","I'm better, sure. Doesn't mean I can't have a couple of beers…"
"TextOnlyNPCSpeech_ArwinMerton11","Well, I handled some unfinished business… feels good. I'm celebrating."
"TextOnlyNPCSpeech_ArwinMerton12","If you're looking for a sharp blade… I'm your man."
"TextOnlyNPCSpeech_ArwinMerton13","Any time, friends… I mean, any time after I finish this beer."
"TextOnlyNPCSpeech_CaravanMerchant01","I'm busy. Go see Galar."
"TextOnlyNPCSpeech_CaravanMerchant02","We're packing - sorry!"
"TextOnlyNPCSpeech_CaravanMerchant03","You want to buy something, ask Galar."
"TextOnlyNPCSpeech_CaravanMerchant04","No time to chat - sorry!"
"TextOnlyNPCSpeech_CoparannKeepGuard01","Keep out, strangers!"
"TextOnlyNPCSpeech_CoparannKeepGuard02","The Baron's waiting for you."
"TextOnlyNPCSpeech_CaptainIronshell01","Stay in the light, citizens!"
"TextOnlyPCSpeech_TowerOfMagicJammedDoor","This door is blocked… magically?"
"Banter_Generic_01","Something's off."
"Banter_Generic_02","We should search the area carefully."
"Banter_Generic_03","Look at this place!"
"Banter_Generic_04","Doesn't make any sense…"
"Banter_Caerlem_01","Where did those goblins come from?"
"Banter_Caerlem_02","Some hole in the mountain, I guess."
"Banter_Caerlem_03","What's that smell?"
"Banter_Caerlem_04","Damn, it stinks…"
"Banter_Caerlem_05","I wouldn't sleep here."
"Banter_Caerlem_06","The Soraks can't be far away."
"Banter_Caerlem_07","We need to rest if we want to stand a chance against them."
"Banter_Caerlem_08","This place is so dark…"
"Banter_Caerlem_09","That was fun."
"Banter_Caerlem_10","That was a long shot."
"Banter_Caerlem_11","We were so close."
"Banter_Caerlem_Beryl_01","I can't believe Lisbath stayed behind…"
"Banter_Caerlem_Beryl_02","We're all gonna die…"
"Banter_Caerlem_Beryl_03","I'll have to tell the captain's wife."
"Banter_Caerlem_Lisbath_01","We should have left long ago…"
"Banter_Caerlem_Lisbath_02","Leadership is what we need now."
"Banter_Caerlem_Lisbath_03","They won't get me without a fight."
"Banter_Caerlem_Robar_01","Up to my knees in the mud, nothing new here."
"Banter_Caerlem_Robar_02","Shit food, shit shoes, business as usual."
"Banter_Caerlem_Robar_03","If we survive this I might drink myself to death."
"Banter_ToM_01","This place doesn't make any sense."
"Banter_ToM_02","In the Badlands… blah, blah…"
"Banter_ToM_03","What happens if you fall down there?"
"Banter_ToM_04","Wanna try?"
"Banter_ToM_05","All these books floating around and I can't grab them."
"Banter_ToM_06","Are those webs?"
"Banter_ButlerRavensworth_01","Welcome, deputies!"
"Banter_ButlerRavensworth_02","Your rooms are ready."
"Banter_ButlerRavensworth_03","Good day, senior deputies."
"Banter_ButlerRavensworth_04","Clear skies… as they say!"
"Banter_BoneKeep_01","This place is so… wet."
"Banter_BoneKeep_02","Feels like everything's dead around here…"
"Banter_BoneKeep_03","Well, it's dark, but at least it's not sewers anymore."
"Banter_BoneKeep_04","Stay on your guard! We weren't invited here."
"Banter_BoneKeep_05","What's in all those bottles?"
"Banter_BoneKeep_06","I wouldn't set them on fire just to find out."
"Banter_BoneKeep_07","Smells like death."
"Banter_BoneKeep_08","Is that a… pile of corpses? Gross!"
"Banter_BoneKeep_09","Someone here doesn't like the light of day."
"Banter_BoneKeep_10","What kind of castle is that?"
"Banter_BoneKeep_11","Someone transformed it into a maze."
"Banter_BoneKeep_12","Someone paranoid, you mean?"
"Banter_BoneKeep_13","We're going to die here."
"Banter_BoneKeep_14","There must a way be out."
"Banter_BoneKeep_15","Look for hints!"
"Banter_BoneKeep_16","It lost its mana, that's all."
"Banter_BoneKeep_17","These arrows, they're not just random."
"Banter_BoneKeep_18","Something's changed here."
"Banter_BoneKeep_19","That cannot be opened from here."
"Banter_BoneKeep_20","There must be a mechanism somewhere."
"Banter_BoneKeep_21","I heard a mechanism."
"Banter_BoneKeep_22","That opened something."
"Banter_BoneKeep_23","This guy made it this far… maybe he found a hint."
"Banter_BoneKeep_24","Another victim of the maze…"
"Banter_BoneKeep_25","Tell me we're not going back in there…"
"Banter_BoneKeep_26","So, no rune activated on that teleporter."
"Banter_BoneKeep_27","I guess we need to reset the teleporter."
"Banter_BoneKeep_28","I think we took a wrong turn."
"Banter_BoneKeep_29","Hmm… four slabs for the four of us?"
"Banter_BoneKeep_30","And… no rune on that teleporter, either."
"Banter_BoneKeep_31","I think this slab has triggered something!"
"Banter_BoneKeep_32","I heard some kind of mechanism!"
"Banter_BoneKeep_Talbut","Keep away from my home, strangers!"
"Banter_BoneKeep_Anbgi","Where's that damn femur?"
"Banter_Abjuration_01","She's crazy…"
"Banter_Abjuration_02","Shouldn't we go to Coparann?"
"Banter_Abjuration_Kythaela_01","My beautiful river… broken and stained…"
"Banter_Abjuration_Kythaela_02","The pull, the pull…"
"Banter_Abjuration_Kythaela_03","Master, I'm coming!"
"Banter_Abjuration_Kythaela_04","Are there dwarf kings now? Halfling kings too, maybe?"
"Banter_Abjuration_Kythaela_05","That sounds… wrong."
"Banter_Abjuration_Kythaela_06","No slaves, no Gates…"
"Banter_Abjuration_Kythaela_07","…this travel is exhausting."
"Banter_Abjuration_Kythaela_08","Humans don't look that bad."
"Banter_Abjuration_Kythaela_09","They smell a bit, though…"
"Banter_Abjuration_Kythaela_10","This… town is really dirty."
"Banter_Abjuration_Kythaela_11","Is this Baron really a dwarf?"
"Banter_Abjuration_Kythaela_12","I can't call a dwarf my lord, can I?"
"Banter_Abjuration_Kythaela_13","He's rude. But he is a dwarf, after all."
"Banter_Abjuration_Kythaela_14","He is a nice dwarf."
"Banter_Abjuration_Kythaela_15","A halfling merchant? I almost didn't see him."
"Banter_Cyflen_01","Nice gardens."
"Banter_Cyflen_02","This place is magnificent."
"Banter_Cyflen_03","I never thought I'd get so close to the embassies."
"Banter_Cyflen_04","That's a view!"
"LoreTrailer01","Before the Cataclysm, there were no gods on Solasta."
"LoreTrailer02","No humans, either."
"LoreTrailer03","Then the Rift opened."
"LoreTrailer04","Some say it was a magical accident… "
"LoreTrailer05","…or the work of an evil god."
"LoreTrailer06","No one knows for sure."
"LoreTrailer07","The Cataclysm destroyed the old High Elf empire"
"LoreTrailer08","- Manacalon, they called it -"
"LoreTrailer09","and twisted the land beyond recognition."
"LoreTrailer10","Now, only the brave and the foolish go there, in search of ancient treasures."
"LoreTrailer11","But something is happening, deep in those Badlands."
"LoreTrailer12","Whatever it is,"
"LoreTrailer13","it can't be good."
"TelemaArrivingTitle","Entering Telema"
"Telema_1_Entrance_Fighter","So, these are the ruins of Telema?"
"Telema_2_Entrance_Wizard","Just as the chronicles describe them!"
"Telema_3_Entrance_Wizard","Imagine the wonders that await us inside!"
"Telema_4_Entrance_Cleric","Don't forget… we're here to help the Scavengers."
"Telema_5_Entrance_Rogue","And get rich, right?"
"Telema_6_Entrance_Rogue","Help the Scavengers and get rich."
"Telema_7_Entrance_Fighter","You're all heart, aren't you?"
"Telema_8_Entrance_Cleric","That must be their camp over there."
"Telema_9_Entrance_Cleric","Come on, let's go."
"TelemaMeetingScavsTitle","The Scavengers' Camp"
"Telema_10_MeetingScavs_Lena","Who goes there?"
"Telema_11_MeetingScavs_Fighter","Friends!"
"Telema_12_MeetingScavs_Cleric","Runnel sent us."
"Telema_13_MeetingScavs_Dek","Where is he?"
"Telema_14_MeetingScavs_Cleric","Resting… he was in pretty bad shape, but he'll be okay."
"Telema_15_MeetingScavs_Cleric","He said you need help."
"Telema_16_MeetingScavs_Dek","We did. If only you'd come sooner…"
"Telema_17_MeetingScavs_Choice","What happened?"
"Telema_18_MeetingScavs_Answer","We came as soon as we could. What happened?"
"Telema_19_MeetingScavs_Lena","We know… and thanks."
"Telema_20_MeetingScavs_Lena","Dek here is upset, that's all."
"Telema_21_MeetingScavs_Dek","I can speak for myself, thank you!"
"Telema_22_MeetingScavs_Lena","He thinks we should have left with Runnel."
"Telema_23_MeetingScavs_Dek","Instead of waiting here for the orcs to kill us?"
"Telema_24_MeetingScavs_Dek","Absolutely, I think we should have left!"
"Telema_25_MeetingScavs_Choice","We're here now."
"Telema_26_MeetingScavs_Answer","Well, we're here now. How can we help?"
"Telema_27_MeetingScavs_Lena","Never mind Dek."
"Telema_28_MeetingScavs_Lena","He's upset, that's all."
"Telema_29_MeetingScavs_Dek","I can speak for myself, thank you!"
"Telema_30_MeetingScavs_Lena","He thinks we should have left with Runnel."
"Telema_31_MeetingScavs_Dek","Instead of waiting for the orcs to kill us?"
"Telema_32_MeetingScavs_Dek","Absolutely, I think we should have left!"
"Telema_33_MeetingScavs_Choice","We could go back."
"Telema_34_MeetingScavs_Answer","Well, if we're too late, maybe we should just go back."
"Telema_35_MeetingScavs_Dek","Yes, well, maybe you should!"
"Telema_36_MeetingScavs_Lena","Never mind Dek."
"Telema_37_MeetingScavs_Lena","He's upset, that's all."
"Telema_38_MeetingScavs_Dek","Upset? Why should I be upset? We're just waiting to die, that's all!"
"Telema_39_MeetingScavs_Lena","We can't leave Hector in there."
"Telema_40_MeetingScavs_Dek","He's dead, Lena… dead! It's too late!"
"Telema_41_MeetingScavs_Lena","You don't know that!"
"Telema_42_MeetingScavs_Choice","Calm down."
"Telema_43_MeetingScavs_Answer","Calm down, now. This won't help."
"Telema_44_MeetingScavs_Choice","We'll help you."
"Telema_45_MeetingScavs_Answer","It's all right… we're here to help you."
"Telema_46_MeetingScavs_Choice","Amazing."
"Telema_47_MeetingScavs_Answer","Why don't you just kill each other and save the orcs the trouble?"
"Telema_48_MeetingScavs_Rogue","What's our help worth to you, anyway?"
"Telema_49_MeetingScavs_Fighter","Stop it!"
"Telema_50_MeetingScavs_Lena","All right."
"Telema_51_MeetingScavs_Lena","What did Runnel tell you?"
"Telema_52_MeetingScavs_Fighter","Just that his team needed help… nothing else."
"Telema_53_MeetingScavs_Lena","We were scavenging in the ruins, and -"
"Telema_54_MeetingScavs_Dek","Orcs! There's a whole tribe in there!"
"Telema_55_MeetingScavs_Lena","It was just a raiding party."
"Telema_56_MeetingScavs_Lena","We fought them off… "
"Telema_57_MeetingScavs_Lena","…but they killed some of our people and dragged Hector off."
"Telema_58_MeetingScavs_Dek","And we've just been waiting here for them to come and finish the job."
"Telema_59_MeetingScavs_Fighter","They haven't done that yet, though."
"Telema_60_MeetingScavs_Rogue","Well, you're right about your friend… "
"Telema_61_MeetingScavs_Rogue","…he must be dead by now."
"Telema_62_MeetingScavs_Cleric","We don't know that. There is always hope."
"Telema_63_MeetingScavs_Rogue","Hope? Those orcs had him for dinner the first night."
"Telema_64_MeetingScavs_Wizard","I don't know… they took him alive, after all…"
"Telema_65_MeetingScavs_Rogue","So they wanted to keep him fresh… orcs are orcs!"
"Telema_66_MeetingScavs_Fighter","Ignore them. So, we just need to go in and find Hector?"
"Telema_67_MeetingScavs_Dek","Yeah… good luck with that!"
"Telema_68_MeetingScavs_Cleric","Why is he so angry?"
"Telema_69_MeetingScavs_Lena","He and Hector don't exactly get along."
"Telema_70_MeetingScavs_Lena","But he's one of our crew… "
"Telema_71_MeetingScavs_Lena","…and I won't leave anyone behind."
"Telema_72_MeetingScavs_Cleric","We gave our word to your leaders."
"Telema_73_MeetingScavs_Cleric","We will get Hector back."
"Telema_74_MeetingScavs_Lena","Thanks."
"Telema_75_MeetingScavs_Lena","Do you need food?"
"Telema_76_MeetingScavs_Fighter","You think we'll be away for that long?"
"Telema_77_MeetingScavs_Lena","You can never be too careful… "
"Telema_78_MeetingScavs_Lena","…that's the law of the Badlands."
"Telema_79_MeetingScavs_Lena","We can spare some if you need it."
"Telema_80_MeetingScavs_Lena","We have more than we need for just the two of us."
"Telema_81_MeetingScavs_Dek","Are you serious?"
"Telema_82_MeetingScavs_Dek","You're giving away our food?"
"Telema_83_MeetingScavs_Lena","They're risking their lives for us, Dek."
"Telema_84_MeetingScavs_Dek","For Hector. We can starve, apparently."
"Telema_85_MeetingScavs_ChoiceIntimidate","The rescuers get the food."
"Telema_86_MeetingScavs_AnswerIntimidate","The rescuers get the food."
"Telema_87_MeetingScavs_Fighter","Get it?"
"Telema_88_MeetingScavs_Dekchecksuccess","I don't believe it."
"Telema_89_MeetingScavs_Dekchecksuccess","That's on you, Lena."
"Telema_90_MeetingScavs_Lenachecksuccess","Don't worry,"
"Telema_91_MeetingScavs_Lenachecksuccess","that's just the way he is."
"Telema_92_MeetingScavs_Clericchecksuccess","Thanks, Lena."
"Telema_93_MeetingScavs_Dekcheckfailed","No."
"Telema_94_MeetingScavs_Roguecheckfailed","Nice try."
"Telema_95_MeetingScavs_Fightercheckfailed","Shut up."
"Telema_96_MeetingScavs_Fighter","We should get moving and find your friend."
"Telema_97_MeetingScavs_Lena","Thanks!"
"Telema_98_MeetingScavs_Lena","And good luck!"
"Telema_99_MeetingScavs_ChoicePersuasion","You're right… keep your food."
"Telema_100_MeetingScavs_AnswerPersuasion","You're right… keep it. We'll survive."
"Telema_101_MeetingScavs_Cleric","We'll be back in no time."
"Telema_102_MeetingScavs_Cleric","If not, you'll have enough to eat."
"Telema_103_MeetingScavs_Dekchecksuccess","Don't look at me."
"Telema_104_MeetingScavs_Lenachecksuccess","Just one day of food, Dek."
"Telema_105_MeetingScavs_Dekchecksuccess","All right, take the damn food!"
"Telema_106_MeetingScavs_Dekchecksuccess","Thank you!"
"Telema_107_MeetingScavs_Dekcheckfailed","Absolutely."
"Telema_108_MeetingScavs_Choice","Your boss said you'd feed us."
"Telema_109_MeetingScavs_Answer","Your boss said we could take whatever resources we needed."
"Telema_110_MeetingScavs_Dek","Did he?"
"Telema_111_MeetingScavs_Rogue","Are you calling me a liar?"
"Telema_112_MeetingScavs_Dekchecksuccess","No."
"Telema_113_MeetingScavs_Deceptionchecksuccess","So?"
"Telema_114_MeetingScavs_Dekchecksuccess","So take the damn food!"
"Telema_115_MeetingScavs_Dekcheckfailed","Why not?"
"Telema_116_MeetingScavs_Roguecheckfailed","Fair enough."
"Telema_117_MeetingScavs_Wizardcheckfailed","Impressive negotiation skills."
"Telema_118_MeetingScavs_Roguecheckfailed","He's stubborn, that's all."
"TelemaBasReliefTitle","A Sight for Sore Eyes"
"Telema_119_Room01_BasRelief_Wizard","Look at that!"
"Telema_120_Room01_BasRelief_Wizard","Perfectly preserved!"
"Telema_121_Room01_BasRelief_Cleric","What is it?"
"Telema_122_Room01_BasRelief_Wizard","It's a scene from the Imperial conquest of the northern provinces."
"Telema_123_Room01_BasRelief_Cleric","When the Empire ruled the lands of the Snow Alliance."
"Telema_124_Room01_BasRelief_Cleric","I can't pretend to feel nostalgic about those times."
"Telema_125_Room01_BasRelief_Wizard","Nostalgic? That was more than a thousand years ago!"
"Telema_126_Room01_BasRelief_Cleric","The Old Empire was built on slavery and racism."
"Telema_127_Room01_BasRelief_Rogue","Thanks for the (yawn) history lesson."
"Telema_128_Room01_BasRelief_Rogue","Now… does this look valuable to you?"
"Telema_129_Room01_BasRelief_Wizard","All history is valuable, my friend."
"Telema_130_Room01_BasRelief_Rogue","Tell that to my purse."
"Telema_131_Room01_BasRelief_Fighter","Anyway, this doesn't help Hector, so let's move out."
"TelemaChestTitle","Too Good to Be True"
"Telema_132_Room01_Chest_Fighter","Well, that's interesting."
"Telema_133_Room01_Chest_Rogue","You don't say! Look at that!"
"Telema_134_Room01_Chest_Fighter","I'd be careful if I were you."
"Telema_135_Room01_Chest_Fighter","It looks too good to be true."
"Telema_136_Room01_Chest_Rogue","That's right. You can't be too careful… "
"Telema_137_Room01_Chest_Rogue","…that's the law of the Badlands."
"TelemaStatueTitle","Memory of the Past"
"Telema_138_Room01_Statue_Rogue","Try not to stare… you're making that statue uncomfortable."
"Telema_139_Room01_Statue_Wizard","But it's… can you read this?"
"Telema_140_Room01_Statue_Rogue","Never had the benefit of an Imperial indoctrin… I mean, education."
"Telema_141_Room01_Statue_Cleric","That's Emperor Gildean the Third."
"Telema_142_Room01_Statue_Rogue","How do you know?"
"Telema_143_Room01_Statue_Cleric","It's written here."
"Telema_144_Room01_Statue_Cleric","For those who can read it."
"Telema_145_Room01_Statue_Rogue","That's nice for you, I'm sure."
"Telema_146_Room01_Statue_Wizard","His was a very ancient dynasty."
"Telema_147_Room01_Statue_Wizard","Look at his date of birth."
"Telema_148_Room01_Statue_Cleric","And location."
"Telema_149_Room01_Statue_Wizard","Wait! I must copy this."
"Telema_150_Room01_Statue_Wizard","The Tower will find this interesting."
"Telema_151_Room01_Statue_Fighter","Are you done?"
"TelemaDoorTitle","Dead End?"
"Telema_152_Room01_Door_Rogue","Can we open it?"
"Telema_153_Room01_Door_Fighter","I don't see how."
"Telema_154_Room01_Door_Wizard","Must be magically sealed."
"Telema_155_Room01_Door_Cleric","Do you think a magic seal from Imperial times would still work?"
"Telema_156_Room01_Door_Fighter","In the Badlands, anything's possible."
"Telema_157_Room01_Door_Rogue","Do you have a spell to open it?"
"Telema_158_Room01_Door_Wizard","No."
"Telema_159_Room01_Door_Fighter","Let's not waste time, then. Move out!"
"Telema_160_Room01_Crawl_Rogue","They must have gone through here after they took Hector."
"Telema_161_Room01_Crawl_Cleric","Really? We need to crawl through there?"
"Telema_162_Room01_Crawl_Rogue","Yeah, but you don't mind being on your knees, do you?"
"Telema_163_Room01_Crawl_Cleric","Very funny."
"Telema_164_OrcCamp_approach_Fighter","I see light ahead!"
"Telema_165_OrcCamp_approach_Rogue","Let me take a look before you go clanking around in your armor."
"Telema_166_OrcCamp_approach_Fighter","Be careful!"
"Telema_167_OrcCamp_approach_Rogue","Law of the Badlands, my friend."
"TelemaBackFromReconTitle","Meeting the Locals"
"Telema_168_OrcCamp_BackFromRecon_Rogue","The orcs are here."
"Telema_169_OrcCamp_BackFromRecon_Rogue","Looks like we can sneak around."
"Telema_170_OrcCamp_BackFromRecon_Fighter","Even me?"
"Telema_171_OrcCamp_BackFromRecon_Rogue","Ehh… probably."
"Telema_172_OrcCamp_BackFromRecon_Cleric","Did you see Hector?"
"Telema_173_OrcCamp_BackFromRecon_Rogue","Not a trace."
"Telema_174_OrcCamp_BackFromRecon_Fighter","We should attack… we have the element of surprise."
"Telema_175_OrcCamp_BackFromRecon_Cleric","But what if Hector's down there too?"
"Telema_176_OrcCamp_BackFromRecon_Wizard","I hear some orc tribes can be bartered with."
"Telema_177_OrcCamp_BackFromRecon_Rogue","Not these orcs."
"TelemaOrcCampExitTitle","Disappointment…"
"Telema_178_OrcCamp_exit_Fighter","So, no Hector?"
"Telema_179_OrcCamp_exit_Wizard","It doesn't make any sense."
"Telema_180_OrcCamp_exit_Cleric","Maybe he's farther down."
"Telema_181_OrcCamp_exit_Fighter","All right, let's keep looking."
"TelemaVerticalEntranceTitle","Lighting the Darkness"
"Telema_182_Vertical_entrance_Fighter","I don't like this."
"Telema_183_Vertical_entrance_Rogue","We can climb down."
"Telema_184_Vertical_entrance_Wizard","It's too dark."
"Telema_185_Vertical_entrance_Cleric","Too unstable, too. These blocks look like they could fall at any minute."
"Telema_186_Vertical_entrance_Wizard","There's some kind of black oil dripping from the ceiling."
"Telema_187_Vertical_entrance_Wizard","Maybe we can use it to light up the place."
"TelemaVerticalExitTitle","No Way Back"
"Telema_188_Vertical_exit_Rogue","Damn it! Now we're stuck!"
"Telema_189_Vertical_exit_Fighter","Do you think the orcs would bring Hector farther in than this?"
"Telema_190_Vertical_exit_Wizard","Not the orcs, no… "
"Telema_191_Vertical_exit_Wizard","…but something else… maybe."
"Telema_192_Vertical_exit_Fighter","We've come this far… let's find him."
"Telema_193_Vertical_exit_Rogue","I'm starting to think we might need that food after all."
"TelemaShaftEntranceTitle","Unexpected Denizens"
"Telema_194_Shaft_entrance_Cleric","What is this… an amphitheater?"
"Telema_195_Shaft_entrance_Wizard","A very special one."
"Telema_196_Shaft_entrance_Rogue","Not room for much of a crowd…"
"Telema_197_Shaft_entrance_Wizard","Students of magic. The Masters taught spells here."
"Telema_198_Shaft_entrance_Fighter","Do spiders like magic shows?"
"Telema_199_Shaft_entrance_Fighter","Because I see a lot of webs."
"Telema_200_Shaft_entrance_Wizard","Deep spiders. We will have to be careful."
"Telema_201_Shaft_entrance_Fighter","Deep Spiders?"
"Telema_202_Shaft_entrance_Cleric","Very large and aggressive, but sensitive to light."
"Telema_203_Shaft_entrance_Rogue","Just how large is very large?"
"Telema_204_Shaft_entrance_Wizard","Just keep your lights ready…"
"Telema_205_Shaft_entrance_Wizard","…and your oil handy."
"Telema_206_Shaft_entrance_Wizard","The more light we have, the fewer spiders we'll face."
"Telema_207_Shaft_entrance_Fighter","We don't have a choice here. The only way out is up."
"TelemaShaftUpperTitle","A Way Out?"
"Telema_208_Shaft_upper_Fighter","How many are there?"
"Telema_209_Shaft_upper_Rogue","You don't want to know."
"Telema_210_Shaft_upper_Cleric","Try pushing this down!"
"Telema_211_Shaft_upper_Cleric","I feel a weakness here."
"TelemaShaftCollapsedTitle","Escape… to Hector!"
"Telema_212_Shaft_collapsed_Wizard","Well done!"
"Telema_213_Shaft_collapsed_Rogue","You sure they're dead?"
"Telema_214_Shaft_collapsed_Fighter","Well, they're not coming back."
"Telema_215_Shaft_collapsed_Rogue","Good."
"Telema_216_Shaft_collapsed_Cleric","My friends, I believe I have found Hector."
"Telema_217_Rescue_Hector","By all the gods at once… thank you!"
"Telema_218_Rescue_Fighter","Are you Hector?"
"Telema_219_Rescue_Hector","Yes! And you?"
"Telema_220_Rescue_Fighter","The boss sent us. Runnel went for help."
"Telema_221_Rescue_Hector","Runnel! So he survived?"
"Telema_222_Rescue_Cleric","Barely, but yes."
"Telema_223_Rescue_Cleric","He's safely back in town."
"Telema_224_Rescue_Rogue","So, did the spiders take you?"
"Telema_225_Rescue_Hector","The orcs did, after their raid."
"Telema_226_Rescue_Hector","They kept me for a while."
"Telema_227_Rescue_Hector","I was wondering why."
"Telema_228_Rescue_Hector","I finally got the answer when they… "
"Telema_229_Rescue_Hector","…well, they sacrificed me."
"Telema_230_Rescue_Fighter","What?"
"Telema_231_Rescue_Hector","They feed the spiders. So they don't get eaten themselves."
"Telema_232_Rescue_Hector","They leave captives at the top of the amphitheater."
"Telema_233_Rescue_Rogue","Oh, that one?"
"Telema_234_Rescue_Rogue","We kind of… destroyed it."
"Telema_235_Rescue_Fighter","The spider nest, too."
"Telema_236_Rescue_Hector","Interesting."
"Telema_237_Rescue_Hector","I'm not sure how the orcs will react to that."
"Telema_238_Rescue_Hector","This spider cult seemed important to them."
"Telema_239_Rescue_Fighter","Can't say I feel sorry for them."
"Telema_240_Rescue_Hector","I owe you my life. Thanks again."
"Telema_241_Rescue_Cleric","You are most welcome."
"Telema_242_Rescue_Fighter","You should rest, and I think we should do the same."
"Telema_243_Rescue_Hector","Good idea."
"Telema_244_Rescue_Choice","What's your story?"
"Telema_245_Rescue_Answer","So Hector, what's your story?"
"Telema_246_Rescue_Hector","Me? I'm just another Scavenger, really."
"Telema_247_Rescue_Hector","I make a living bringing old stuff out of the Badlands."
"Telema_248_Rescue_Choice","What about Lena and Dek?"
"Telema_249_Rescue_Answer","Do you know Lena and Dek? They seem like quite a pair!"
"Telema_250_Rescue_Hector","Oh, those two… always fighting over something."
"Telema_251_Rescue_Hector","But you couldn't separate them if you wanted to."
"Telema_252_Rescue_Fighter","They seemed pretty much at each other's throats."
"Telema_253_Rescue_Hector","Yeah, like I said… always fighting."
"Telema_254_Rescue_Hector","But in battle, always back to back."
"Telema_255_Rescue_Rogue","Aww… that's so sweet."
"Telema_256_Rescue_Choice","Did you find anything good in here?"
"Telema_257_Rescue_Answer","Did you find anything good in the ruins?"
"Telema_258_Rescue_Hector","No, not much. You've seen the state of the place… "
"Telema_259_Rescue_Hector","…but there was something."
"Telema_260_Rescue_Hector","Didn't have time to use it."
"Telema_261_Rescue_Fighter","What is it?"
"Telema_262_Rescue_Rogue","A key?"
"Telema_263_Rescue_Hector","I think it opens the door in the ruins."
"Telema_264_Rescue_Rogue","Oh, yeah… that door."
"Telema_265_Rescue_Hector","At least, I hope it does."
"Telema_266_Rescue_Hector","Not much else, though. I think the orcs got it all."
"Telema_267_Rescue_Choice","You're a cleric of Einar?"
